고유 ID,주문 번호,주문 일자,배송 일자,배송 방법,고객번호,고객명,고객 세그먼트,시군구,시도,국가,지역,제품 코드,제품 대분류,제품 중분류,제품명,매출,수량,할인,이익
1165,ID-2015-78774,2016-12-19,2016-12-26,표준 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,서울경기,OFF-SU-10000178,사무용품,일반 사무용품,"Acme Ruler, Easy Grip",67307.76,4,0.1,-1603.44
1166,ID-2015-78774,2016-12-19,2016-12-26,표준 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,서울경기,FUR-CH-10001752,가구,의자,"Harbour Creations Steel Folding Chair, Black",175264.56,2,0.1,21407.76
1167,ID-2015-78774,2016-12-19,2016-12-26,표준 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,서울경기,OFF-EN-10004526,사무용품,봉투,"GlobeWeis Mailers, Recycled",137149.2,4,0.1,53305.2
1168,ID-2015-78774,2016-12-19,2016-12-26,표준 배송,HG-14845,신지애,소비자,강남구,서울특별시,대한민국,서울경기,TEC-MA-10001991,사무기기,전산기기,"Konica Calculator, White",321557.04,7,0.1,42668.64
1172,IN-2015-53077,2016-08-01,2016-08-05,표준 배송,AS-10285,주소연,기업 고객,구로구,서울특별시,대한민국,서울경기,OFF-PA-10000344,사무용품,종이,"SanDisk Memo Slips, 8.5 x 11",77552.64,4,0.1,34467.84
1183,ID-2015-35374,2016-02-11,2016-02-15,빠른 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,호남,OFF-ST-10004496,사무용품,수납용품,"Tenex Box, Blue",75735,5,0.1,-5967
1184,ID-2015-35374,2016-02-11,2016-02-15,빠른 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,호남,FUR-FU-10001674,가구,가구류,"Deflect-O Clock, Duo Pack",369917.28,8,0.1,143722.08
1185,ID-2015-35374,2016-02-11,2016-02-15,빠른 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,호남,OFF-FA-10001057,사무용품,파스너,"Accos Clamps, Assorted Sizes",61799.76,4,0.1,4761.36
1186,ID-2015-35374,2016-02-11,2016-02-15,빠른 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,호남,FUR-CH-10003512,가구,의자,"Novimex Bag Chairs, Set of Two",177027.12,4,0.1,45202.32
1187,ID-2015-35374,2016-02-11,2016-02-15,빠른 배송,LT-17110,노홍익,소비자,제주시,제주특별자치도,대한민국,호남,TEC-MA-10002134,사무기기,전산기기,"Konica Inkjet, Wireless",1150951.68,4,0.1,63917.28
1189,ID-2015-11826,2016-12-17,2016-12-20,빠른 배송,TP-21565,권윤찬,기업 고객,화순군,전라남도,대한민국,호남,FUR-CH-10004196,가구,의자,"Novimex Swivel Stool, Red",489827.664,4,0.27,-13481.136
1190,ID-2015-11826,2016-12-17,2016-12-20,빠른 배송,TP-21565,권윤찬,기업 고객,화순군,전라남도,대한민국,호남,OFF-AR-10000027,사무용품,필기구,"Binney & Smith Pencil Sharpener, Easy-Erase",103983.39,5,0.27,17079.39
1191,ID-2015-11826,2016-12-17,2016-12-20,빠른 배송,TP-21565,권윤찬,기업 고객,화순군,전라남도,대한민국,호남,OFF-AP-10000900,사무용품,가전,"Cuisinart Coffee Grinder, White",155562.75,5,0.17,-18857.25
1192,ID-2015-11826,2016-12-17,2016-12-20,빠른 배송,TP-21565,권윤찬,기업 고객,화순군,전라남도,대한민국,호남,FUR-FU-10004509,가구,가구류,"Advantus Door Stop, Duo Pack",100722.042,3,0.27,2679.642
1197,IN-2015-15676,2016-07-26,2016-07-28,특급 배송,JS-15595,최경구,기업 고객,남구,대구광역시,대한민국,영남,OFF-PA-10001835,사무용품,종이,"SanDisk Computer Printout Paper, 8.5 x 11",69217.2,2,0,0
1198,IN-2015-15676,2016-07-26,2016-07-28,특급 배송,JS-15595,최경구,기업 고객,남구,대구광역시,대한민국,영남,FUR-CH-10000391,가구,의자,"Novimex Bag Chairs, Red",328154.4,7,0,26132.4
1199,IN-2015-26260,2016-05-07,2016-05-09,빠른 배송,MO-17500,심승탁,소비자,영양군,경상북도,대한민국,영남,OFF-LA-10000322,사무용품,라벨,"Smead Round Labels, Laser Printer Compatible",12668.4,2,0.1,673.2
1200,IN-2015-26260,2016-05-07,2016-05-09,빠른 배송,MO-17500,심승탁,소비자,영양군,경상북도,대한민국,영남,OFF-AR-10003554,사무용품,필기구,"Stanley Canvas, Blue",227067.3,5,0.1,32757.3
1201,ID-2015-35892,2016-11-16,2016-11-22,표준 배송,JC-15340,강지환,소비자,강동구,서울특별시,대한민국,서울경기,OFF-FA-10003962,사무용품,파스너,"Accos Thumb Tacks, Assorted Sizes",40869.36,4,0.1,-1481.04
1202,ID-2015-35892,2016-11-16,2016-11-22,표준 배송,JC-15340,강지환,소비자,강동구,서울특별시,대한민국,서울경기,FUR-CH-10003597,가구,의자,"SAFCO Executive Leather Armchair, Set of Two",2553949.44,6,0.1,851243.04
1203,IN-2015-74805,2016-05-14,2016-05-16,빠른 배송,SR-20740,신은정,홈 오피스,강북구,서울특별시,대한민국,서울경기,OFF-AR-10002111,사무용품,필기구,"Sanford Highlighters, Easy-Erase",32680.8,2,0,1285.2
1204,IN-2015-74805,2016-05-14,2016-05-16,빠른 배송,SR-20740,신은정,홈 오피스,강북구,서울특별시,대한민국,서울경기,OFF-FA-10001184,사무용품,파스너,"Stockwell Staples, Assorted Sizes",16830,2,0,795.6
1207,IN-2015-29263,2016-05-16,2016-05-20,표준 배송,JH-16180,오선미,소비자,충주시,충청북도,대한민국,충청,OFF-ST-10000287,사무용품,수납용품,"Rogers Box, Blue",22004.46,1,0.1,4623.66
1213,ID-2015-47547,2016-05-23,2016-05-27,표준 배송,CJ-11875,최재선,기업 고객,광진구,서울특별시,대한민국,서울경기,FUR-BO-10000699,가구,책장,"Sauder 3-Shelf Cabinet, Traditional",272021.76,2,0.2,-30612.24
1229,IN-2015-72103,2016-07-17,2016-07-21,표준 배송,AG-10495,주신호,기업 고객,강북구,서울특별시,대한민국,서울경기,OFF-BI-10000698,사무용품,바인더,"Wilson Jones Hole Reinforcements, Recycled",21198.15,5,0.15,4980.15
1233,ID-2015-26316,2016-01-21,2016-01-26,빠른 배송,JE-15610,현천희,기업 고객,관악구,서울특별시,대한민국,서울경기,OFF-AP-10000653,사무용품,가전,"Cuisinart Blender, White",165417.174,3,0.17,-25985.826
1241,IN-2015-27100,2016-08-21,2016-08-25,표준 배송,LH-17155,김경채,소비자,파주시,경기도,대한민국,서울경기,OFF-EN-10002581,사무용품,봉투,"GlobeWeis Peel and Seal, Set of 50",58908.06,3,0.1,11080.26
1242,IN-2015-27100,2016-08-21,2016-08-25,표준 배송,LH-17155,김경채,소비자,파주시,경기도,대한민국,서울경기,TEC-MA-10002093,사무기기,전산기기,"StarTech Card Printer, Durable",751015.8,5,0.1,8200.8
1249,ID-2015-47554,2016-06-10,2016-06-15,표준 배송,JH-15430,조정수,소비자,구로구,서울특별시,대한민국,서울경기,OFF-BI-10002446,사무용품,바인더,"Wilson Jones Binder, Economy",7968.24,1,0.4,-2802.96
1251,IN-2015-21171,2016-03-18,2016-03-23,표준 배송,BD-11320,반하율,소비자,종로구,서울특별시,대한민국,서울경기,FUR-BO-10002000,가구,책장,"Ikea Classic Bookcase, Metal",838868.4,2,0,125827.2
1252,IN-2015-21171,2016-03-18,2016-03-23,표준 배송,BD-11320,반하율,소비자,종로구,서울특별시,대한민국,서울경기,FUR-TA-10000283,가구,탁자,"Hon Wood Table, with Bottom Storage",1517478.48,4,0.3,-498694.32
1253,IN-2015-21171,2016-03-18,2016-03-23,표준 배송,BD-11320,반하율,소비자,종로구,서울특별시,대한민국,서울경기,OFF-PA-10000302,사무용품,종이,"Eaton Computer Printout Paper, Multicolor",85557.6,3,0,31579.2
1258,IN-2015-20499,2016-03-26,2016-03-29,빠른 배송,GW-14605,최범준,소비자,중구,대전광역시,대한민국,충청,OFF-SU-10003515,사무용품,일반 사무용품,"Acme Shears, Serrated",380419.2,8,0,41616
1259,IN-2015-20499,2016-03-26,2016-03-29,빠른 배송,GW-14605,최범준,소비자,중구,대전광역시,대한민국,충청,FUR-TA-10002931,가구,탁자,"Hon Round Table, with Bottom Storage",1473438.96,4,0.3,105129.36
1260,IN-2015-20499,2016-03-26,2016-03-29,빠른 배송,GW-14605,최범준,소비자,중구,대전광역시,대한민국,충청,TEC-CO-10001895,사무기기,복사기,"Sharp Wireless Fax, Color",3280564.8,9,0,98317.8
1261,IN-2015-20499,2016-03-26,2016-03-29,빠른 배송,GW-14605,최범준,소비자,중구,대전광역시,대한민국,충청,FUR-BO-10000961,가구,책장,"Bush Stackable Bookrack, Pine",382071.6,3,0,137516.4
1262,IN-2015-20499,2016-03-26,2016-03-29,빠른 배송,GW-14605,최범준,소비자,중구,대전광역시,대한민국,충청,FUR-FU-10000306,가구,가구류,"Rubbermaid Clock, Duo Pack",153673.2,3,0,9180
1263,IN-2015-73545,2016-10-15,2016-10-22,표준 배송,GG-14650,오지은,기업 고객,서천군,충청남도,대한민국,충청,OFF-ST-10003121,사무용품,수납용품,"Rogers Box, Industrial",99756,4,0,13953.6
1265,IN-2015-20646,2016-11-05,2016-11-09,표준 배송,MC-17605,도재윤,기업 고객,안양시,경기도,대한민국,서울경기,FUR-BO-10001255,가구,책장,"Ikea Library with Doors, Mobile",559842.3,3,0.5,-403139.7
1277,ID-2015-59776,2016-10-01,2016-10-04,특급 배송,PF-19165,노채아,소비자,강남구,서울특별시,대한민국,서울경기,TEC-AC-10004562,사무기기,악세사리,"Enermax Flash Drive, Programmable",46513.224,2,0.47,-37759.176
1300,IN-2015-47568,2016-02-14,2016-02-19,표준 배송,CL-11890,남희창,소비자,부평구,인천광역시,대한민국,서울경기,OFF-SU-10003343,사무용품,일반 사무용품,"Fiskars Scissors, Serrated",36462.96,2,0.1,11309.76
1303,ID-2015-56549,2016-07-31,2016-08-06,표준 배송,SW-20275,권규태,소비자,임실군,전라북도,대한민국,호남,OFF-PA-10004115,사무용품,종이,"Green Bar Computer Printout Paper, 8.5 x 11",82987.2,4,0.4,-19461.6
1304,ID-2015-56549,2016-07-31,2016-08-06,표준 배송,SW-20275,권규태,소비자,임실군,전라북도,대한민국,호남,TEC-CO-10003819,사무기기,복사기,"Sharp Copy Machine, High-Speed",293025.6,2,0.4,-195350.4
1305,ID-2015-56549,2016-07-31,2016-08-06,표준 배송,SW-20275,권규태,소비자,임실군,전라북도,대한민국,호남,TEC-PH-10000896,사무기기,전화기,"Cisco Signal Booster, VoIP",464875.2,5,0.4,-46603.8
1306,ID-2015-56549,2016-07-31,2016-08-06,표준 배송,SW-20275,권규태,소비자,임실군,전라북도,대한민국,호남,OFF-SU-10004727,사무용품,일반 사무용품,"Stiletto Letter Opener, Easy Grip",36720,2,0.4,612
1332,IN-2015-18686,2016-09-04,2016-09-08,표준 배송,DS-13180,구하영,기업 고객,구리시,경기도,대한민국,서울경기,OFF-ST-10000704,사무용품,수납용품,"Rogers File Cart, Blue",286966.8,2,0,106120.8
1333,ID-2015-32119,2016-09-11,2016-09-15,표준 배송,Dl-13600,홍희윤,기업 고객,화성시,경기도,대한민국,서울경기,OFF-FA-10003631,사무용품,파스너,"Advantus Paper Clips, Metal",21699.684,3,0.47,-3361.716
1334,ID-2015-32119,2016-09-11,2016-09-15,표준 배송,Dl-13600,홍희윤,기업 고객,화성시,경기도,대한민국,서울경기,OFF-SU-10000496,사무용품,일반 사무용품,"Fiskars Scissors, Steel",85371.552,7,0.47,-21085.848
1335,IN-2015-15956,2016-04-01,2016-04-07,표준 배송,LA-16780,류미애,기업 고객,시흥시,경기도,대한민국,서울경기,OFF-BI-10000305,사무용품,바인더,"Wilson Jones Index Tab, Durable",34463.25,5,0.15,1109.25
1346,IN-2015-66454,2016-11-21,2016-11-26,표준 배송,BW-11200,지태영,소비자,평택시,경기도,대한민국,서울경기,TEC-AC-10003413,사무기기,악세사리,"Logitech Router, Programmable",456833.52,2,0.1,131922.72
1348,IN-2015-55191,2016-12-23,2016-12-29,표준 배송,AA-10315,박만세,소비자,용인시,경기도,대한민국,서울경기,OFF-BI-10004700,사무용품,바인더,"Cardinal Binder, Durable",46909.8,3,0,13586.4
1349,IN-2015-12792,2016-09-03,2016-09-07,표준 배송,BW-11065,전연이,소비자,예천군,경상북도,대한민국,영남,TEC-PH-10001585,사무기기,전화기,"Nokia Signal Booster, Cordless",511693.2,4,0.1,51102
1350,ID-2015-60784,2016-07-02,2016-07-07,표준 배송,CR-12580,서지선,홈 오피스,창원시,경상남도,대한민국,영남,FUR-FU-10004797,가구,가구류,"Tenex Stacking Tray, Erganomic",27246.24,2,0.4,-10452.96
1366,IN-2015-17552,2016-12-05,2016-12-10,표준 배송,KW-16435,양제성,소비자,홍성군,충청남도,대한민국,충청,FUR-BO-10003945,가구,책장,"Sauder 3-Shelf Cabinet, Metal",508388.4,3,0,228765.6
1367,IN-2015-14913,2016-09-04,2016-09-10,표준 배송,TC-20980,신주경,기업 고객,광진구,서울특별시,대한민국,서울경기,OFF-AR-10004656,사무용품,필기구,"Boston Sketch Pad, Easy-Erase",358901.28,8,0.1,47760.48
1376,IN-2015-56808,2016-07-12,2016-07-14,빠른 배송,AG-10330,주상주,소비자,이천시,경기도,대한민국,서울경기,OFF-AP-10001956,사무용품,가전,"Breville Refrigerator, Black",1756728.864,4,0.17,550232.064
1397,IN-2015-34653,2016-05-30,2016-06-04,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,서울경기,OFF-AR-10002417,사무용품,필기구,"Boston Sketch Pad, Water Color",158446.8,3,0,17350.2
1398,IN-2015-34653,2016-05-30,2016-06-04,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,서울경기,OFF-SU-10001731,사무용품,일반 사무용품,"Acme Letter Opener, Serrated",82344.6,3,0,31212
1399,IN-2015-34653,2016-05-30,2016-06-04,표준 배송,NK-18490,이대중,홈 오피스,동대문구,서울특별시,대한민국,서울경기,TEC-PH-10004300,사무기기,전화기,"Apple Office Telephone, Cordless",208477.8,3,0,97950.6
1405,ID-2015-49948,2016-09-09,2016-09-11,빠른 배송,SC-20305,원하얀,소비자,성남시,경기도,대한민국,서울경기,OFF-LA-10004623,사무용품,라벨,"Smead Removable Labels, 5000 Label Set",22705.2,4,0.47,-1774.8
1406,ID-2015-49948,2016-09-09,2016-09-11,빠른 배송,SC-20305,원하얀,소비자,성남시,경기도,대한민국,서울경기,TEC-CO-10001166,사무기기,복사기,"HP Personal Copier, Digital",235119.996,2,0.07,10087.596
1408,IN-2015-14227,2016-05-08,2016-05-12,표준 배송,AJ-10795,현주석,기업 고객,수성구,대구광역시,대한민국,영남,OFF-LA-10003141,사무용품,라벨,"Hon Shipping Labels, Laser Printer Compatible",34792.2,3,0,17350.2
1415,IN-2015-20191,2016-01-04,2016-01-06,빠른 배송,DJ-13510,임유찬,기업 고객,화성시,경기도,대한민국,서울경기,OFF-AP-10001299,사무용품,가전,"Cuisinart Microwave, Silver",1281573.9,5,0.1,498366.9
1416,IN-2015-20191,2016-01-04,2016-01-06,빠른 배송,DJ-13510,임유찬,기업 고객,화성시,경기도,대한민국,서울경기,OFF-AP-10002497,사무용품,가전,"Hamilton Beach Coffee Grinder, White",74908.8,2,0.1,2448
1417,IN-2015-20191,2016-01-04,2016-01-06,빠른 배송,DJ-13510,임유찬,기업 고객,화성시,경기도,대한민국,서울경기,FUR-CH-10004339,가구,의자,"SAFCO Steel Folding Chair, Red",314727.12,4,0.1,34920.72
1418,IN-2015-20191,2016-01-04,2016-01-06,빠른 배송,DJ-13510,임유찬,기업 고객,화성시,경기도,대한민국,서울경기,OFF-PA-10003455,사무용품,종이,"Green Bar Memo Slips, Recycled",108342.36,7,0.1,26303.76
1419,ID-2015-11098,2016-06-20,2016-06-25,표준 배송,ND-18460,김지담,기업 고객,성동구,서울특별시,대한민국,서울경기,OFF-SU-10003803,사무용품,일반 사무용품,"Acme Trimmer, Steel",121120.92,3,0.1,-2717.28
1420,ID-2015-11098,2016-06-20,2016-06-25,표준 배송,ND-18460,김지담,기업 고객,성동구,서울특별시,대한민국,서울경기,OFF-FA-10001010,사무용품,파스너,"Stockwell Clamps, Metal",17763.3,1,0.1,3136.5
1421,ID-2015-11098,2016-06-20,2016-06-25,표준 배송,ND-18460,김지담,기업 고객,성동구,서울특별시,대한민국,서울경기,TEC-AC-10002568,사무기기,악세사리,"Enermax Numeric Keypad, Erganomic",108011.88,2,0.1,41977.08
1422,ID-2015-11098,2016-06-20,2016-06-25,표준 배송,ND-18460,김지담,기업 고객,성동구,서울특별시,대한민국,서울경기,OFF-LA-10000624,사무용품,라벨,"Hon File Folder Labels, 5000 Label Set",24868.62,3,0.1,7426.62
1423,ID-2015-11098,2016-06-20,2016-06-25,표준 배송,ND-18460,김지담,기업 고객,성동구,서울특별시,대한민국,서울경기,OFF-FA-10001072,사무용품,파스너,"Advantus Clamps, 12 Pack",85924.8,5,0.1,15238.8
1424,ID-2015-11098,2016-06-20,2016-06-25,표준 배송,ND-18460,김지담,기업 고객,성동구,서울특별시,대한민국,서울경기,FUR-FU-10003447,가구,가구류,"Eldon Light Bulb, Duo Pack",46377.36,2,0.1,15410.16
1425,IN-2015-37404,2016-11-25,2016-11-29,표준 배송,SG-20080,조명석,소비자,송파구,서울특별시,대한민국,서울경기,FUR-FU-10000816,가구,가구류,"Tenex Clock, Erganomic",89725.32,2,0.1,23874.12
1426,IN-2015-48086,2016-04-07,2016-04-09,특급 배송,BD-11605,진은준,소비자,진안군,전라북도,대한민국,호남,OFF-ST-10000007,사무용품,수납용품,"Fellowes File Cart, Single Width",252156.24,2,0.1,112069.44
1427,IN-2015-22529,2016-09-02,2016-09-02,당일 배송,BE-11410,차안영,소비자,강릉시,강원도,대한민국,강원,FUR-FU-10003658,가구,가구류,"Tenex Light Bulb, Duo Pack",77479.2,4,0,6854.4
1428,IN-2015-33386,2016-01-18,2016-01-23,표준 배송,MG-17695,주주안,소비자,부천시,경기도,대한민국,서울경기,OFF-LA-10003381,사무용품,라벨,"Novimex Removable Labels, Laser Printer Compatible",88954.2,9,0,44339.4
1430,IN-2015-17069,2016-04-15,2016-04-20,표준 배송,RD-19480,진주래,소비자,금산군,충청남도,대한민국,충청,OFF-FA-10000294,사무용품,파스너,"Advantus Clamps, Metal",59394.6,3,0,15422.4
1431,IN-2015-17069,2016-04-15,2016-04-20,표준 배송,RD-19480,진주래,소비자,금산군,충청남도,대한민국,충청,OFF-FA-10001297,사무용품,파스너,"OIC Staples, 12 Pack",76897.8,7,0,14565.6
1432,IN-2015-11693,2016-09-15,2016-09-17,빠른 배송,ND-18370,나유진,소비자,홍천군,강원도,대한민국,강원,OFF-ST-10002499,사무용품,수납용품,"Fellowes Shelving, Single Width",236109.6,4,0,30600
1437,ID-2015-43690,2016-05-25,2016-05-29,표준 배송,LS-16945,송준호,기업 고객,시흥시,경기도,대한민국,서울경기,FUR-TA-10001549,가구,탁자,"Barricks Coffee Table, Rectangular",970063.452,6,0.47,-659019.348
1438,ID-2015-43690,2016-05-25,2016-05-29,표준 배송,LS-16945,송준호,기업 고객,시흥시,경기도,대한민국,서울경기,OFF-LA-10000095,사무용품,라벨,"Avery Round Labels, Laser Printer Compatible",7719.768,2,0.47,-1460.232
1439,ID-2015-43690,2016-05-25,2016-05-29,표준 배송,LS-16945,송준호,기업 고객,시흥시,경기도,대한민국,서울경기,OFF-LA-10003215,사무용품,라벨,"Smead File Folder Labels, Laser Printer Compatible",9601.056,2,0.47,-4536.144
1440,ID-2015-43690,2016-05-25,2016-05-29,표준 배송,LS-16945,송준호,기업 고객,시흥시,경기도,대한민국,서울경기,OFF-PA-10002109,사무용품,종이,"SanDisk Message Books, Premium",90139.644,7,0.47,-79935.156
